sõnu uudises,esimene isik,negatiivsus,kordaja,positiivsus,väljaanne,link
82,0,3,3.66,6,Uued Uudised,https://uueduudised.ee/uudis/eesti/sotsiaalkomisjon-esitas-covid-19-kriisiga-seoses-tunnustamiseks-doktor-hasso-uuetoa/
339,6,4,2.95,14,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-nalkjad-said-oma-api-millised-limased-olevused-tuleks-keeva-veega-ule-valada-millised-mitte?id=90506671
149,0,2,1.34,2,Telegram,https://www.telegram.ee/maailm/iraanis-tootani-valja-seni-suurim-mehitamata-droon
233,1,11,5.15,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/kremli-pressiesindajal-peskovil-diagnoositi-kahepoolne-kopsupoletik?id=89858199
318,4,3,2.2,8,Telegram,https://www.telegram.ee/teadus-ja-tulevik/cia-poolt-varvatud-kass-valis-surma-autorataste-all
204,6,7,6.37,4,Uued Uudised,https://uueduudised.ee/uudis/eesti/meedia-taob-sildi-kulge-loob-templi-otsaette-ja-peksab-vasimatult-kuni-pohjuski-kaob-meelest/
238,5,4,3.78,6,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/sydney-ja-melbourne-sulgevad-koroonaviiruse-leviku-tottu-piiri?id=90365511
476,13,3,3.36,7,Uued Uudised,https://uueduudised.ee/arvamus/andres-raid-okoloogiline-jalajalg-ja-presidendi-kangelastegu/
435,0,3,0.69,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafik-oopaevaga-tuvastati-koroona-17-inimesel-juhitaval-hingamisel-on-neli-patsienti?id=91468820
137,0,3,2.19,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/roskosmose-juht-rogozin-lubas-et-venemaa-ei-luba-kuu-erastamist?id=89961565
299,8,9,5.69,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/navalnoi-euroopa-parlamendile-sanktsioonid-tuleb-kehtestada-otse-putini-siseringi-kurjategijate-kambale?id=91802651
503,7,5,2.39,8,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-mart-helme-piirivalve-kiirreageerimisuksusest-jaanipaevaks-peab-esimene-70-meheline-uksus-olema-komplekteeritud?id=89837861
135,6,4,7.41,9,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/armeenia-peaministri-naine-teatas-valmistumisest-rindele-minekuks?id=91481410
52,1,3,7.69,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/ulevaade-miks-hiina-uus-kaik-hongkongi-vastu-peaks-muretsema-panema?id=89942961
106,2,0,1.89,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/president-kaljulaidi-koroonatest-oli-negatiivne?id=91635775
173,4,2,3.47,1,Uued Uudised,https://uueduudised.ee/uudis/maailm/jaak-madison-euroopa-liidu-laienemisvolinikule-laienemine-oleks-kahepalgeline-ka-eesti-suhtes/
794,31,22,6.68,15,Uued Uudised,https://uueduudised.ee/arvamus/millal-me-muutusime-karuga-maadleva-vahuri-asemel-sakstega-sobrustavaks-tambetiks/
354,5,11,4.52,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/erisaade-meditsiinisusteem-on-kokku-varisemas-miks-laks-koroonaviiruse-teine-laine-tsehhis-taiesti-kaest-ara?id=91482014
45,2,4,13.33,0,Eesti Päevaleht,https://epl.delfi.ee/uudised/eesti-nato-delegatsiooni-dilemma-kas-venemaa-on-ohuks-voi-mitte?id=91168725
1629,51,19,4.3,31,Telegram,https://www.telegram.ee/vaimsus/ted-teaduse-vaarkujutelmad
218,1,15,7.34,9,Uued Uudised,https://uueduudised.ee/uudis/maailm/meedia-moonab-et-antifa-tahendab-terrorismi/
152,3,5,5.26,6,Uued Uudised,https://uueduudised.ee/uudis/eesti/vikerkaarevarvilised-rohelised-ei-saa-oma-rahaliste-kohustustega-hakkama/
181,0,8,4.42,3,Telegram,https://www.telegram.ee/maailm/turgi-andis-esmakordselt-vastuloogi-suuria-massuliste-runnakule
75,0,0,0.0,3,Telegram,https://www.telegram.ee/teadus-ja-tulevik/kas-vaktsineerimisnouetel-ja-5g-kasutuselevotul-on-midagi-uhist-teadlik-nousolek
447,7,9,3.58,22,Uued Uudised,https://uueduudised.ee/uudis/eesti/valitsus-toetab-kriisis-kannatada-saanud-majandust-ka-uuel-aastal-osa-saavad-nii-turism-kui-ka-pollumajandus/
581,6,16,3.79,8,Telegram,https://www.telegram.ee/teadus-ja-tulevik/saastupirn-voib-olla-ohtlik
163,0,0,0.0,7,Eesti Päevaleht,https://epl.delfi.ee/valismaa/iisraeli-piire-nihutav-netanyahu-sodib-ka-iisraeli-kohtuga?id=89976921
153,6,1,4.58,4,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-kakumae-elanik-liis-jooksis-uhe-paevaga-kaks-korda-karule-otsa?id=89867387
236,2,6,3.39,9,Delfi,https://www.delfi.ee/news/paevauudised/eesti/harri-tiido-helmed-loevad-endid-aristokraatideks-koalitsioonipartnereid-sulasteks-rahvas-soogu-rohtu?id=90630173
235,6,9,6.38,3,Uued Uudised,https://uueduudised.ee/arvamus/repliik/kas-reformierakond-ja-sotsid-kavatsevad-referendumi-nurjamiseks-kasutada-ebaseaduslikke-votteid/
842,40,21,7.24,21,Uued Uudised,https://uueduudised.ee/arvamus/juhtkiri/jutud-raigest-ekre-retoorikast-varjutavad-peavoolupoliitika-hirmu-reaalsuse-ees/
282,2,11,4.61,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tallinna-vesi-arge-kasutage-wc-potti-ega-kraanikaussi-prugikastina?id=91064011
177,0,6,3.39,1,Uued Uudised,https://uueduudised.ee/uudis/eesti/jurgen-ligi-saab-vastu-nina-ka-omade-kaest-jaanus-rahumagi-peab-freeh-laimamist-eestile-julgeolekuriskiks/
499,4,8,2.4,6,Telegram,https://www.telegram.ee/nwo/tom-perkins-rikkad-peaksid-valimistel-rohkem-haali-saama
303,4,3,2.31,12,Delfi,https://www.delfi.ee/news/paevauudised/eesti/anna-marku-alates-tanasest-on-voimalik-kaardile-markida-lusitaania-teeteo-leiukohti?id=90505413
144,2,0,1.39,2,Telegram,https://www.telegram.ee/eesti/ligi-reformierakond-on-teistest-usaldusvaarsem
758,7,4,1.45,18,Telegram,https://www.telegram.ee/arvamus/kas-meil-oleks-vaja-rohkem-kui-kahte-sugu
271,2,12,5.17,7,Uued Uudised,https://uueduudised.ee/uudis/eesti/vordusmargi-tombamine-mart-helme-ja-zirinovski-vahele-isamaa-liidri-helir-valdori-seederi-poolt-on-kohatu/
433,2,20,5.08,9,Uued Uudised,https://uueduudised.ee/uudis/maailm/rootsi-arstid-ja-teadlased-oleme-naide-sellest-kuidas-surmava-viirusega-umber-kaia-ei-tohiks/
312,12,2,4.49,9,Uued Uudised,https://uueduudised.ee/majandus/valitsus-liigub-edasi-mottega-ehitada-lahiaastatel-maanteed-avaliku-ja-erasektori-koostoos/
615,24,6,4.88,22,Telegram,https://www.telegram.ee/eesti/tanasest-protestitakse-igal-teisipaeval-vabaduse-valjakul-tartu-rahu-kaitseks
360,7,10,4.72,4,Uued Uudised,https://uueduudised.ee/uudis/eesti/urmas-paeti-juttudes-vabast-ajakirjandusest-peegeldub-liberaalide-hirm-jaada-ilma-infomonopolist/
377,5,7,3.18,10,Ärileht,https://arileht.delfi.ee/news/uudised/valitsus-kehtestas-uued-piirangud-laupaevast-olgu-poed-pooltuhjad-ja-kortsid-kella-kumnest-kinni?id=91861245
186,0,5,2.69,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/mitte-terrorism-prantsusmaal-lyoni-lahedal-sai-afgaani-noarunnakus-uks-surma-ja-kaheksa-viga/
157,2,3,3.18,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/eestile-eeskujuks-kuveit-tahab-jarsult-vahendada-migrantide-osakaalu-elanikkonnas/
260,8,13,8.08,4,Delfi,https://www.delfi.ee/news/paevauudised/eesti/terviseamet-koroonanakatunute-arvu-jarsu-tousu-kohta-otsid-rohkem-leiad-rohkem?id=90962571
99,0,3,3.03,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/leedus-huppas-uute-koroonajuhtumite-arv-oopaevas-950-le?id=91512527
1251,39,22,4.88,51,Telegram,https://www.telegram.ee/eesti/inspireerivad-eesti-inimesed-kassapidaja-ulle-indre-keda-kliendid-armastavad
198,3,16,9.6,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/hongkongi-kolm-demokraatialiikumise-aktivisti-eesotsas-joshua-wongiga-moisteti-vangi?id=91849160
80,0,6,7.5,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/sveitsis-luganos-rundas-arvatav-naisterrorist-poes-kaht-teist-naist?id=91772911
840,14,7,2.5,20,Delfi,https://www.delfi.ee/news/paevauudised/teetood/2-1-tee-on-ohutu-liikluse-mottes-tohutu-edasiminek?id=89970467
170,0,2,1.18,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/suure-tookoormuse-all-vaevlev-rahandusministeerium-kaasas-kommunikatsiooniburoost-lisajoudu?id=89842325
327,11,3,4.28,6,Uued Uudised,https://uueduudised.ee/uudis/maailm/poliitkorrektsus-neelas-alla-nahksuka-juttudest-tuttava-moiste-skvoo-olevat-rassistlik-ja-seksistlik/
1408,12,41,3.76,45,Uued Uudised,https://uueduudised.ee/arvamus/eestivenelane-olla-on-uhke-ja-haa-euroopalikud-vaartused-ei-jaa-jalgu/
193,9,14,11.92,8,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/video-trump-nimetas-rahutusi-siseterrorismiks-ja-ahvardas-saata-tanavatele-sojavae?id=90043615
31,0,1,3.23,0,Telegram,https://www.telegram.ee/eesti/evea-ettepanekud-ev-valitsusele-koroonaviiruse-moju-leevendamiseks-ettevotlussektorile
285,1,2,1.05,14,Uued Uudised,https://uueduudised.ee/majandus/arvo-aller-maaelu-arengu-toetustest-kriisi-uletamiseks-on-ettevotete-jaoks-maarava-tahtsusega-turustusvoimaluste-taastumine-valisturgudel/
98,0,3,3.06,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/valgevenelased-tulevad-massiliselt-tanavatele-kas-see-on-euroopa-viimase-diktaatori-lopu-algus?id=90619831
349,11,8,5.44,18,Uued Uudised,https://uueduudised.ee/arvamus/eesti-ei-tohi-uhtegi-ebaseaduslikku-migranti-vastu-votta-kuid-nende-torjumisse-tuleks-joudumooda-panustada/
159,0,7,4.4,3,Telegram,https://www.telegram.ee/maailm/heeringate-apokalupsis-islandil-suri-23-miljoni-euro-vaartuses-kala
35,2,2,11.43,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/mart-helme-umbusaldusel-oleks-meie-fraktsioonil-voimatu-mailis-repsi-toetada?id=91729689
323,19,18,11.46,7,Uued Uudised,https://uueduudised.ee/uudis/eesti/andrus-kivirahk-tunnistab-end-kuradi-liberaaliks/
179,1,8,5.03,1,Telegram,https://www.telegram.ee/maailm/usa-karmistas-sanktsioone-iraani-suhtes-veelgi
147,4,2,4.08,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/rahanduskomisjon-kohtub-minister-martin-helmega-augusti-teises-pooles-et-uurida-louis-freeh-palkamise-tagamaid?id=90581993
208,1,3,1.92,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/video-usa-politsei-hoidis-ara-president-andrew-jacksoni-ausamba-mahavotmise-valge-maja-ees?id=90255611
670,1,13,2.09,8,Telegram,https://www.telegram.ee/maailm/alex-jones-18-aastaga-suurimaks-alternatiivuudiste-edastajaks
2742,76,53,4.7,63,Telegram,https://www.telegram.ee/vaimsus/telegrami-jarjejutt-biotsentrism-i
266,4,10,5.26,7,Uued Uudised,https://uueduudised.ee/uudis/eesti/mustamae-on-muutumas-mustaks-maeks-uhest-intsidendist-inseneridega/
3646,46,62,2.96,86,Telegram,https://www.telegram.ee/eesti/tartu-tselluloositehas-kuna-valitsus-ei-arvestanud-teadlaste-informatsiooniga-kavandatakse-uusi-samme
392,7,9,4.08,7,Uued Uudised,https://uueduudised.ee/uudis/ekre-parandusettepanekud-relvaseaduse-muutmiseks-voeti-arvesse/
757,20,33,7.0,17,Telegram,https://www.telegram.ee/maailm/vene-valisminister-suuria-umber-toimuv-on-vorreldav-iraagi-invasioonile-viinuga
232,2,4,2.59,1,Uued Uudised,https://uueduudised.ee/uudis/maailm/boris-johnson-argitab-el-i-uusi-reaalsusi-arvestades-brexiti-lepet-labi-vaatama/
588,19,17,6.12,28,Uued Uudised,https://uueduudised.ee/arvamus/repliik/kuidas-raakida-maailma-muredest-lillelapse-positsioonilt-berit-nuka-teab-ja-raagib/
204,1,4,2.45,6,Forte,https://forte.delfi.ee/news/tarkvara/hiina-hakkerigrupp-luurab-mitme-aasia-riigi-jarel?id=89792735
424,7,14,4.95,7,Uued Uudised,https://uueduudised.ee/arvamus/lumehelbekesed-lubavad-jarjekordset-vastikust-eestist-minematuiskamist/
159,4,8,7.55,4,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-ja-fotod-kohalikud-eilsest-tapatoost-tartumaal-tulistajateks-olid-kaksikvennad-nende-kinnistul-oli-paugutamine-sagedane?id=89849925
96,1,5,6.25,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/myanmari-nefriidikaevanduses-hukkus-maalihkes-vahemalt-113-inimest?id=90336711
138,1,5,4.35,3,Eesti Päevaleht,https://epl.delfi.ee/valismaa/hiina-survest-arritunud-hongkongi-protestijad-nouavad-juba-iseseisvust?id=89953451
268,0,3,1.12,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/suvi-laheneb-algav-nadal-on-paikseline-ja-toob-sooja-kuni-25-kraadi?id=90028667
407,3,8,2.7,16,Uued Uudised,https://uueduudised.ee/uudis/eesti/oigusabiburoo-ukrainlased-asutasid-eestis-ettevotted-ning-petsid-toole-kutsutud-kaasmaalasi/
238,3,4,2.94,6,Telegram,https://www.telegram.ee/teadus-ja-tulevik/raakiv-robot-matkib-aju-narviuhendusi
53,0,1,1.89,0,Uued Uudised,https://uueduudised.ee/uudis/otse-kell-9-valitsuse-pressikonverents-eriolukorra-valjakuulutamisest/
132,4,2,4.55,5,Telegram,https://www.telegram.ee/eesti/itaalia-endine-peaminister-kandideerib-eestis
230,3,3,2.61,5,Telegram,https://www.telegram.ee/nwo/kas-vastutavad-isikud-etendavad-vaktsiini-saamist
120,1,5,5.0,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/etioopia-peaminister-andis-kasu-loplikuks-pealetungiks-tigray-regiooni-massuliste-juhtide-vastu?id=91789665
1099,21,30,4.64,30,Telegram,https://www.telegram.ee/eesti/elurikkuse-erakond-paneb-rail-balticu-projekti-rahvahaaletusele
195,1,6,3.59,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/koldeid-liiga-palju-haiglatootajatest-ja-nende-seostest-koostatakse-nimekirjad?id=91167311
210,3,14,8.1,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-laagna-tee-avarii-kiskus-lahti-eesti-rahvusvahemuste-haavad-vaata-mida-aserid-arvavad-surmakutsar-khalilovist?id=90353643
1055,27,20,4.45,24,Uued Uudised,https://uueduudised.ee/majandus/ats-miller-energeetikast-aatomiajastu-koidik-ehk-midagi-muud-ei-jaa-ule/
266,9,3,4.51,8,Uued Uudised,https://uueduudised.ee/uudis/maailm/noored-kliimaeksperdid-skandeerisid-soome-tanavatel-ja-valjakutel/
823,9,32,4.98,35,Telegram,https://www.telegram.ee/nwo/the-telegraph-tanased-vandenouteooriad-on-homsed-uudised
149,0,3,2.01,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/video-ja-fotod-moskvas-vahistati-meeleavaldusel-konstitutsiooniparanduste-vastu-ule-130-inimese?id=90467281
431,7,24,7.19,11,Uued Uudised,https://uueduudised.ee/arvamus/arusaamatutest-valedest-kas-juhtpersoonidel-on-kohustus-valetada/
107,0,5,4.67,0,Uued Uudised,https://uueduudised.ee/uudis/eesti/keskkriminaalpolitsei-pidas-kinni-otepaa-sotsist-vallavanema-ja-parteitu-abivallavanema/
191,3,7,5.24,5,Uued Uudised,https://uueduudised.ee/uudis/maailm/demokraatide-ameerika-annab-massajatele-jarele-portlandi-linnapea-keelab-politseil-pisargaasi-kasutamise/
238,3,10,5.46,2,Uued Uudised,https://uueduudised.ee/arvamus/repliik/mis-on-uhist-delfil-reformierakonnal-ja-vene-propagandal/
131,5,3,6.11,3,Eesti Päevaleht,https://epl.delfi.ee/uudised/fotod-antsla-vald-keelas-hipilaagri-korraldamise-kuid-osalejad-uha-kogunevad?id=90501693
195,1,9,5.13,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/usa-s-uletas-koroonasurmade-arv-100-000-piiri?id=89995583
136,2,7,6.62,1,Uued Uudised,https://uueduudised.ee/arvamus/mis-hetkest-muutus-ilutulestik-tabuks/
211,3,3,2.84,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/trump-loobus-g20-viirusearutelul-osalemast-ja-mangis-sel-ajal-golfi?id=91741461
474,6,16,4.64,14,Uued Uudised,https://uueduudised.ee/uudis/eesti/kuidas-vordsusvolinik-liisa-pakosta-ebavordsushusteeriat-ules-kutab-uhe-uuringu-taustal/
1716,49,48,5.65,59,Delfi,https://www.delfi.ee/news/paevauudised/eesti/vilja-kusib-tonis-saarts-eesti-eliit-karda-presidendivalimisi?id=91462614
412,1,10,2.67,16,Delfi,https://www.delfi.ee/news/paevauudised/eesti/plaaniline-ravi-taastub-koikidele-patsientidele-covid-19-testi-ei-tehta?id=89669359
417,3,6,2.16,13,Telegram,https://www.telegram.ee/maailm/globaalne-aktivismikevad-kutsub-tegudele-osale-endale-sobival-moel
162,0,9,5.56,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/valgevene-endine-presidendikandidaat-tsihhanovskaja-esitas-lukasenkale-rahvaultimaatumi?id=91347661
208,0,1,0.48,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/mis-toimub-saksamaa-euroopa-parlamendi-ja-liikmesriikide-vahel/
79,0,0,0.0,1,Uued Uudised,https://uueduudised.ee/uudis/maailm/midagi-uut-benin-kaskis-el-i-saadikul-riigi-siseasjadesse-sekkumise-parast-riigist-lahkuda/
304,3,2,1.64,2,Delfi,https://www.delfi.ee/news/paevauudised/usavalimised2020/trump-kondis-voltsilt-ja-kallutatud-intervjuult-minema-ning-ahvardas-selle-enneaegselt-avaldada?id=91417513
146,0,0,0.0,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/video-pohja-norras-puhkis-maalihe-merre-kaheksa-maja?id=90073909
26,0,0,0.0,1,Telegram,https://www.telegram.ee/eesti/eesti-haiglates-kasutatakse-massiliselt-muugiloata-ravimeid
121,2,1,2.48,2,Ärileht,https://arileht.delfi.ee/news/uudised/kiievi-linnapea-klitsko-bolti-toukerattad-on-ebaseaduslikud-viige-need-minema-voi-teeme-seda-meie?id=90679381
329,4,10,4.26,11,Uued Uudised,https://uueduudised.ee/majandus/pohjamaade-investeerimispank-annab-eestile-750-miljonit-laenu/
206,2,6,3.88,10,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/ukraina-president-zelenskoi-kaitses-pantvangivotja-veidra-noudmise-taitmist-meil-on-tulemus-koik-on-elus?id=90522549
202,3,4,3.47,6,Telegram,https://www.telegram.ee/maailm/brussel-plaanib-meediat-suukorvistada
2277,24,78,4.48,50,Telegram,https://www.telegram.ee/maailm/koroonakarantiin-loikas-labi-lahisuhtevagivalla-ohvrite-tavaparased-paastenoorid
459,1,23,5.23,11,Telegram,https://www.telegram.ee/maailm/itaalia-vaimulikud-ei-pea-laste-ahistamise-kahtlusest-politseile-teatama
204,1,6,3.43,3,Uued Uudised,https://uueduudised.ee/uudis/muudid-kaitsemaskide-umber-sotsiaalminister-naitas-halba-eeskuju/
297,8,22,10.1,7,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/trump-hoiatas-iseseisvuspaeva-eelses-kones-usa-senist-poliitilist-susteemi-havitada-puudva-vasakpoolse-fasismi-eest?id=90355891
1152,13,28,3.56,32,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/erki-loigom-miks-pohja-korea-uuesti-pingeid-kruvib?id=90198999
200,3,2,2.5,3,Uued Uudised,https://uueduudised.ee/arvamus/lugeja-kirjutab/nordinud-inimene-kusib-mis-oigusega-filmitakse-koroonatestide-tegijaid/
821,17,18,4.26,28,Uued Uudised,https://uueduudised.ee/arvamus/oos-poleb-maksumaksja-raha-tapsemalt-err-i-ooprogrammis/
703,17,26,6.12,14,Telegram,https://www.telegram.ee/maailm/toitlustusettevotted-mallorca-peotanaval-sunniti-koroonahirmus-taas-uksed-sulgema
245,2,2,1.63,10,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tanasest-taastub-osaliselt-reisijatevedu-tallinn-helsingi-liinil?id=89856783
166,4,9,7.83,6,Delfi,https://www.delfi.ee/news/paevauudised/eesti/reinsalu-who-vajab-reforme?id=90025467
363,4,8,3.31,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/erisaade-hiina-vaatleja-liisi-karindi-hiina-vastane-kriitika-nullib-koik-eesti-senised-pingutused?id=90520735
98,1,3,4.08,2,Eesti Päevaleht,https://epl.delfi.ee/valismaa/rootsi-purjetab-valitud-kursil-koigutamatult-edasi?id=89635123
569,14,15,5.1,11,Uued Uudised,https://uueduudised.ee/majandus/iga-toojou-sisseveost-raakiv-ettevotja-alustagu-oma-nagemusest-milline-naeb-valja-tuleviku-eesti-rahvusriik/
175,1,0,0.57,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/kuressaare-teenetemargi-saab-kohaliku-haigla-juht-mart-kolli?id=89770265
140,0,5,3.57,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/koroonaolukord-naaberriikides-latis-lisandus-vaid-100-uut-nakatunut-aga-haiglates-on-ule-500-inimese?id=91822679
129,1,1,1.55,3,Uued Uudised,https://uueduudised.ee/uudis/eesti/eesti-voorustab-toelist-eurooplast-kolmapaeval-saabub-kulla-ungari-valisminister-peter-szijjarto/
149,0,0,0.0,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/leedu-mojukaimad-poliitikud-on-ekspertide-ja-rahva-hinnangul-peaminister-skvernelis-ja-president-nauseda?id=90690753
882,0,17,1.93,12,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafik-oopaevaga-lisandus-211-kinnitatud-koroonajuhtumit-haiglaravi-vajab-84-inimest?id=91679357
450,9,19,6.22,5,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/taanis-raiub-metoo-kirves-rangalt-kopenhaageni-linnapea-astus-tagasi-valisministrit-suudistatakse-15-aastase-vagistamises?id=91408321
73,0,1,1.37,0,Uued Uudised,https://uueduudised.ee/uudis/eesti/ule-poole-koroonajuhtumitest-on-sisse-toodud-venemaalt-ja-ukrainast/
533,6,17,4.32,5,Telegram,https://www.telegram.ee/nwo/surmauksus-plaanis-fbi-teadmisel-rahumeelsete-meeleavaldajate-tapmist
482,10,12,4.56,10,Telegram,https://www.telegram.ee/eesti/kodanikud-annavad-tselluloositehase-kavandajad-kohtusse
292,0,4,1.37,8,Telegram,https://www.telegram.ee/nwo/tanavune-bilderbergi-kohtumine-toimub-taanis
709,0,21,2.96,19,Telegram,https://www.telegram.ee/maailm/euroskeptitsismi-pidev-tous-ja-europarlamendi-valimised
498,0,9,1.81,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafikud-oopaevaga-lisandus-19-positiivset-koroonaproovi-haiglas-on-31-inimest?id=91320565
205,4,10,6.83,0,Uued Uudised,https://uueduudised.ee/arvamus/repliik/tuld-ministri-pihta-teema-pole-oluline-runnak-on-pohiline/
132,0,3,2.27,8,Eesti Päevaleht,https://epl.delfi.ee/uudised/alla-18-aastane-noor-vanema-loata-psuhhiaatrilt-abi-ei-saa-muudatust-blokeerib-ekre?id=90117365
123,0,1,0.81,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/erisaade-lukasenka-lopp-on-lahedal-varsti-pannakse-ta-autosse-ja-saadetakse-moskva-poole?id=90761133
342,1,0,0.29,7,Uued Uudised,https://uueduudised.ee/uudis/eesti/kurb-uudis-eesti-omariiklusele-riiklikku-infot-hakkab-edastama-kremli-ruupor-pbk/
189,1,12,6.88,3,Telegram,https://www.telegram.ee/nwo/usa-lennujaamades-voib-naljaviskamine-kinnipidamisega-loppeda
143,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/kaart-tallinna-kesklinn-saab-suveks-mitukummend-kemmergut?id=89978199
89,1,1,2.25,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/joe-biden-andis-negatiivse-koroonaproovi?id=91243123
1044,3,22,2.39,17,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafik-oopaevaga-tuvastati-80-uut-koroonaviiruse-juhtumit-haiglaravi-vajab-43-inimest?id=91539475
171,1,3,2.34,1,Uued Uudised,https://uueduudised.ee/uudis/ennekoike-tuleb-tagada-too-kohalikele-luhiajalised-voortoolised-votku-ette-kodutee/
939,24,24,5.11,17,Telegram,https://www.telegram.ee/maailm/peterburi-kooliopilane-bostonist-need-venelased-on-koik-uhte-nagu
298,4,7,3.69,7,Telegram,https://www.telegram.ee/eesti/einar-eiland-rahvakogust-on-saanud-voimuruupor
369,7,1,2.17,22,Delfi,https://www.delfi.ee/news/paevauudised/eesti/kahest-erakonnast-loodud-tulevikuerakond-rohub-keskkonna-hoidmisele-ning-tugevale-kodanikuuhiskonnale?id=90672083
938,18,37,5.86,25,Uued Uudised,https://uueduudised.ee/arvamus/ats-miller-suukorvi-ihalus-ja-kommunikatsiooni-kvaliteet/
46,0,0,0.0,0,Telegram,https://www.telegram.ee/maavaline/louna-siberis-asuv-soria-muur-venemaa-stonehenge
114,0,7,6.14,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/ameeriklane-moisteti-moskvas-politseinike-rundamise-eest-9-aastaks-kolooniasse?id=90596489
303,13,4,5.61,11,Telegram,https://www.telegram.ee/eesti/telegrami-jarjejutt-vaikiv-ajastu-eestis-iii-osa
1396,19,33,3.72,47,Delfi,https://www.delfi.ee/news/paevauudised/eesti/juri-ratas-kuigi-oleme-koroonaviiruse-esimese-lainega-hakkama-saanud-siis-valmistume-selle-naasmiseks?id=89894539
180,0,2,1.11,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tousvas-trendis-liikuv-eesti-200-moodus-sotsidest?id=91568521
229,5,3,3.49,4,Uued Uudised,https://uueduudised.ee/uudis/eesti/uuringud-eesti-uus-nokia-voi-lihtsalt-asendustegevus/
155,1,8,5.81,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/tulistamine-prantsusmaal-polnud-terroristide-katetoo-preester-sai-kaks-kuulitabamust-armuafaari-parast?id=91607699
366,2,19,5.74,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/usa-new-yorgi-osariigis-tuli-paevavalgele-veel-uks-mustanahalise-mehe-politseinike-kaes-suremise-juhtum?id=90932943
40,4,1,12.5,1,Telegram,https://www.telegram.ee/nwo/keemia-vandenou-4-osa-alkeemia-flogistoniteooria-ja-suurejooneline-saraad
359,2,11,3.62,3,Uued Uudised,https://uueduudised.ee/majandus/saksamaa-majanduse-kohale-kogunevad-tumedad-pilved/
88,1,1,2.27,2,Uued Uudised,https://uueduudised.ee/uudis/ekre-joelahtme-osakonna-esimeheks-valiti-kai-rimmel/
251,4,8,4.78,12,Delfi,https://www.delfi.ee/news/paevauudised/eesti/valitsuse-uhisavaldus-koroonaviiruse-leviku-peatamiseks-peame-uhiselt-pingutama?id=91119337
698,18,13,4.44,48,Telegram,https://www.telegram.ee/arvamus/jouludest-kingitustest-ja-heategudest
