sõnu uudises,esimene isik,negatiivsus,kordaja,positiivsus,väljaanne,link
130,0,0,0.0,9,Telegram,https://www.telegram.ee/eesti/laupaeval-toimub-tallinnas-mess-maale-elama
485,18,8,5.36,9,Uued Uudised,https://uueduudised.ee/arvamus/repliik/ave-maria-blithe-kersti-ja-konid/
224,1,11,5.36,6,Telegram,https://www.telegram.ee/teadus-ja-tulevik/ohtlikke-malestusi-saab-kustutada-teisi-malestusi-kahjustamata
547,14,10,4.39,17,Uued Uudised,https://uueduudised.ee/arvamus/kalle-grunthal-sotsid-ei-seisa-mitte-pensionaride-vaid-pankurite-eest/
236,9,1,4.24,12,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-oppusel-decisive-lancer-harjutati-maakaitseringkondade-juhtimist-ja-koostood-tsiviilstruktuuridega?id=91462270
413,3,19,5.33,5,Telegram,https://www.telegram.ee/maailm/islandi-valitsus-otsustas-osa-kodulaenudest-kustutada
69,0,0,0.0,4,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-ja-fotod-tiskre-ojja-jookseb-juba-poolteist-aastat-puhast-joogivett-tallinna-vesi-selgitab-miks?id=91379553
141,3,1,2.84,2,Eesti Päevaleht,https://epl.delfi.ee/uudised/kas-estonia-hukku-on-vaja-uuesti-uurida-sellele-kusimusele-vastamiseks-loodud-tooruhm-muudkui-analuusib-seni-selge-tulemuseta?id=91152983
266,11,6,6.39,6,Ärileht,https://arileht.delfi.ee/news/uudised/tallinna-lennujaam-koondab-pea-viiendiku-tootajatest-ehk-111-inimest?id=89960679
180,1,3,2.22,6,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tallinna-linnatransport-tahab-uhissoidukijuhtide-vaktsineerimist-eelisjarjekorras?id=91857029
276,0,8,2.9,7,Telegram,https://www.telegram.ee/maailm/el-i-terviseamet-piiride-sulgemine-ja-reisijate-testimine-on-mottetu
90,0,0,0.0,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/vanemuises-jaab-etendus-ara-tantsutrupp-puutus-kokku-koroonahaigega?id=91607989
222,4,4,3.6,3,Telegram,https://www.telegram.ee/maailm/itaalia-peaminister-el-annab-euroskeptikutele-ise-tuult-tiibadesse
537,3,8,2.05,11,Delfi,https://www.delfi.ee/news/paevauudised/eesti/erisaade-oopaevaga-lisandus-uheksa-koroonapositiivset-neist-osa-on-seotud-tartu-seiklejaga?id=90593171
118,0,5,4.24,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/493-eurosaadikut-laskusid-polvili/
146,8,2,6.85,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/seeder-see-koalitsioon-kooseluseadusega-ei-tegele?id=91725121
400,2,3,1.25,13,Telegram,https://www.telegram.ee/eesti/riigikogu-alustas-rahvaalgatuse-seadustamist
133,1,4,3.76,7,Uued Uudised,https://uueduudised.ee/arvamus/repliik/eestimaa-rohelised-reklaamivad-jarjekindlalt-et-nad-on-elu-vastu/
165,0,2,1.21,3,Telegram,https://www.telegram.ee/maailm/austria-kaitseb-kiivalt-pangasaladusi
81,0,2,2.47,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/foto-mustvees-teatati-karu-eest-puu-otsa-pogenenud-inimesest?id=90177901
358,9,13,6.15,13,Uued Uudised,https://uueduudised.ee/uudis/maailm/kliimapaanitsejatele-jaid-seekord-jalgu-joulud/
301,1,8,2.99,7,Uued Uudised,https://uueduudised.ee/uudis/maailm/vahemere-sojalise-missiooni-sophia-umber-kaib-vassimine-salvini-hoiatab-terroristide-eest-pogenikepaatides/
483,0,7,1.45,20,Telegram,https://www.telegram.ee/maailm/toestatud-usa-ravimiamet-ja-farmaatsiafirmad-mangivad-kokku
165,0,0,0.0,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/nimekiri-kes-kuuluvad-uhenduse-parempoolsed-asutajate-hulka?id=90530081
144,0,1,0.69,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/kreml-putin-suhtub-liialdustesse-sealhulgas-homofoobiasse-sallimatult?id=90417057
101,2,1,2.97,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/putin-noustus-surematu-polgu-urituse-tanavu-ara-jatma?id=90500653
276,4,2,2.17,10,Delfi,https://www.delfi.ee/news/paevauudised/eesti/riigikogu-keskkonnakomisjonis-arutatakse-tana-karusloomafarmide-keelustamist?id=91173423
76,2,5,9.21,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/usa-tuntud-vabariiklane-kutsus-trumpi-ules-voitlema/
150,0,0,0.0,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/vene-meedia-teatel-kaalub-kreml-voiduparaadi-ja-konstitutsioonimuudatuste-rahvahaaletuse-labiviimist-24-juunil?id=89913659
266,4,3,2.63,6,Delfi,https://www.delfi.ee/news/paevauudised/eesti/homme-pannakse-laulukaare-all-pusti-ule-1000-ipadi-nordica-lennukite-kokpittidest?id=89882533
372,3,21,6.45,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/krimikirjanik-stieg-larsson-nagi-olof-palme-tapmisel-seost-kohaliku-eesti-majaga?id=90130333
681,0,14,2.06,27,Telegram,https://www.telegram.ee/maailm/kanada-toetab-internetitsensuuri-vastu-voitlemist-9-miljoni-dollariga
902,4,12,1.77,13,Telegram,https://www.telegram.ee/teadus-ja-tulevik/klimatismi-maania-inimtekkelise-kliimamuutuse-teooriast-on-saanud-ari
283,4,6,3.53,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/itk-juht-me-ei-tea-endiselt-kuidas-koroonaviirus-haiglasse-joudis?id=91180905
487,19,8,5.54,12,Telegram,https://www.telegram.ee/nwo/milles-peitub-uue-iphonei-toeline-oht
220,1,6,3.18,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/riigikogu-erikomisjon-arutab-ravikindlustusraha-vaarkasutust?id=90169805
133,4,0,3.01,1,Telegram,https://www.telegram.ee/toit-ja-tervis/korjatud-koogiviljadel-sailivad-biorutmid
313,3,18,6.71,6,Uued Uudised,https://uueduudised.ee/uudis/maailm/taani-eksminister-uha-johkramaks-muutuv-kuritegevus-pohineb-sisserandel-lahenduseks-on-valjasaatmine/
508,6,12,3.54,17,Uued Uudised,https://uueduudised.ee/arvamus/repliik/mida-oppida-kahelt-kangelt-ja-vereteemanditest/
60,2,3,8.33,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/terviseameti-louna-regiooni-juht-tartu-vilgas-ooelu-teeb-vaga-murelikuks-kas-me-toesti-ei-saa-ilma-pidudeta-nuud-lahemad-kaks-nadalat-olla?id=90620447
902,28,41,7.65,37,Uued Uudised,https://uueduudised.ee/arvamus/viirus-puhub-opositsioonipoliitikute-suu-kaudu-jutumulle/
514,39,25,12.45,18,Uued Uudised,https://uueduudised.ee/arvamus/harri-kingo-andrus-karnaud-kommenteerides-tabude-kaotamine-ei-vii-mitte-vabaduse-vaid-kaose-poole/
318,2,2,1.26,0,Uued Uudised,https://uueduudised.ee/uudis/maailm/saksamaa-on-kriitilise-piiri-uletanud-isegi-migratsiooni-lakkades-kasvab-voortaustaga-inimeste-arv-jatkuvalt/
143,1,6,4.9,3,Telegram,https://www.telegram.ee/maailm/video-suuria-massuliste-liider-soob-langenud-soduri-sudant
118,4,0,3.39,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/brexit-on-otsustatud-briti-peaminister-johnson-ja-el-i-ametnikud-allkirjastasid-brexiti-leppe/
543,2,7,1.66,6,Telegram,https://www.telegram.ee/eesti/ansip-valimistulemustega-manipuleerija-on-oma-teo-ules-tunnistanud
941,24,22,4.89,24,Uued Uudised,https://uueduudised.ee/arvamus/ats-miller-miks-tallinna-ummikud-muudkui-pikenevad/
448,7,8,3.35,24,Uued Uudised,https://uueduudised.ee/uudis/maailm/suurbritannia-murkrohelised-kohtunikud-asusid-vajalikke-taristuprojekte-kliima-nimel-takistama/
155,1,0,0.65,2,Forte,https://forte.delfi.ee/news/kosmos/graafik-spacex-i-kapsli-crew-dragon-veatu-missioon-avas-uue-ajastu-usa-kosmoselendudes?id=90636135
248,2,11,5.24,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/usa-ulemkohtu-ajalooline-otsus-tooandjad-ei-tohi-geisid-ja-transsooliseid-diskrimineerida?id=90180219
133,2,3,3.76,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/toomas-sildam-helmed-ise-kutsusid-valitsuse-ekre-le-kambakat-tegema?id=90363871
267,3,9,4.49,6,Uued Uudised,https://uueduudised.ee/uudis/maailm/londoni-linnapea-otsus-uhistransporti-horendada-on-saanud-tugeva-kriitika-osaliseks/
141,2,0,1.42,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/ilves-langes-libauudise-ohvriks-ja-sautsus-kaasa-soome-peaministri-asjus/
905,8,16,2.65,23,Telegram,https://www.telegram.ee/arvamus/elver-loho-kui-luurajast-saab-julgeolekurisk
150,3,0,2.0,4,Telegram,https://www.telegram.ee/ajaviide/piltulekanne-metsalaulupeolt-hupassaare-rabasaarelt
554,10,11,3.79,16,Delfi,https://www.delfi.ee/news/paevauudised/teetood/6-nouannet-praktilised-soovitused-tee-ehituse-ajal-liiklemiseks?id=90278843
201,1,0,0.5,1,Uued Uudised,https://uueduudised.ee/uudis/maailm/eesti-meediale-senati-raport-hunter-bideni-kohta-on-kordades-huvitavam-kui-louis-freeh-kohta-kaiv/
254,1,7,3.15,4,Telegram,https://www.telegram.ee/maailm/araabia-liiga-ei-toeta-sekkumisele-suurias-sojalisi-meetmeid
1109,0,8,0.72,21,Uued Uudised,https://uueduudised.ee/majandus/augusti-maksutulu-kasvas-aastaga-16-protsenti/
156,8,2,6.41,4,Uued Uudised,https://uueduudised.ee/uudis/homoaktivistid-pressivad-ikka-kooliuste-vahelt-sisse/
1551,86,27,7.29,41,Telegram,https://www.telegram.ee/arvamus/telegram-sai-50-paeva-vanaks-vaatame-muud-numbrid-ka-ule
24,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/konstitutsiooniparanduste-rahvahaaletus-tsetseenia-moodi-osales-95-ja-poolt-oli-98?id=90335955
1538,37,41,5.07,55,Uued Uudised,https://uueduudised.ee/arvamus/euroopa-poliitilise-eliidi-diskursus-iseendaga-ehk-mida-teeb-el-i-eliit-bolsevike-moodi/
251,1,11,4.78,4,Telegram,https://www.telegram.ee/maailm/rumeenias-ajas-eriuksus-kildagaasi-ammutamise-vastased-jouga-laiali
350,8,13,6.0,10,Telegram,https://www.telegram.ee/maailm/usa-relvavastane-propaganda-hoogustub
300,1,23,8.0,5,Telegram,https://www.telegram.ee/maailm/bostoni-vaidetav-terrorist-dzohhar-tsarnajev-olen-suutu
260,1,2,1.15,9,Telegram,https://www.telegram.ee/nwo/game-nasa-jai-vahele-suurima-apsakaga
319,1,18,5.96,12,Uued Uudised,https://uueduudised.ee/uudis/maailm/paremaarmuslus-on-saanud-saksamaa-ideoloogiliste-heitluste-peamiseks-marklauaks/
1118,2,25,2.42,32,Telegram,https://www.telegram.ee/nwo/cia-kasutas-doktor-zivagot-nsvl-i-oonestamiseks
307,1,8,2.93,5,Uued Uudised,https://uueduudised.ee/majandus/toojouprobleemi-taustal-enamik-ei-soovitaks-tuttavatele-oma-tooandja-juures-tootamist/
182,0,4,2.2,7,Telegram,https://www.telegram.ee/maailm/new-yorgi-politsei-kogub-iphonei-kasutajate-andmeid
368,2,0,0.54,9,Telegram,https://www.telegram.ee/teadus-ja-tulevik/pane-ennast-proovile-kas-suudad-elada-10-paeva-keskkonnahoidlikult
226,4,6,4.42,4,Uued Uudised,https://uueduudised.ee/uudis/maailm/blm-aktivistid-tapsid-noore-ema-kes-utles-et-koik-elud-loevad-kuid-sellest-suur-meedia-vaikib/
430,2,14,3.72,4,Delfi,https://www.delfi.ee/news/paevauudised/kliima/usa-maastikupolengute-suits-jouab-uuel-nadalal-eesti-ohku-saastama?id=91080491
413,1,8,2.18,7,Uued Uudised,https://uueduudised.ee/uudis/maailm/peapiiskop-vatikan-kujutab-endast-voimsat-homoseksuaalide-vorgustikku/
132,2,2,3.03,5,Ärileht,https://arileht.delfi.ee/news/uudised/graafik-hillar-teder-on-aastaid-erakondadele-heldelt-annetanud-suurlaen-porto-francole-tekitab-teistes-kinnisvaraarendajates-kahtlusi?id=90614337
737,30,26,7.6,40,Uued Uudised,https://uueduudised.ee/arvamus/helle-moonika-helme-enamikus-peredes-ei-vagivallatseta-vaid-jagatakse-hellust-ja-armastust-moistmist-ja-tuge/
193,3,1,2.07,8,Uued Uudised,https://uueduudised.ee/arvamus/repliik/justiitsministeerium-otsib-oiguste-eest-seisjat-leidkem-seekord-vaarikad-kandidaadid/
665,7,15,3.31,26,Uued Uudised,https://uueduudised.ee/arvamus/juhtkiri/mida-jatab-nelja-tahega-uhendus-noortekeskustes-noortele-raakimata-naiteks-doonorlusest-ja-soovahetuse-poordumatusest/
401,7,9,3.99,10,Uued Uudised,https://uueduudised.ee/uudis/maailm/neomarksismist-mojutatud-liberaalne-uhiskond-kasutab-uha-enam-pohimotet-eesmark-puhitseb-abinou/
90,0,3,3.33,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/hollandis-hukkus-tormisel-merel-viis-veesportlast?id=89838869
124,4,3,5.65,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/helme-eesti-on-valmis-saatma-randesurve-all-riikidele-tehnikat-ja-eksperte?id=90207565
175,4,2,3.43,4,Ärileht,https://arileht.delfi.ee/news/uudised/soome-minister-sooviks-uuesti-kaugtoosoovitust-ettevotjate-esindaja-on-vastu-ideed-jaavad-sundimata-ja-tehingud-solmimata?id=90659165
223,0,6,2.69,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/eelmisel-nadalal-lisandus-ule-maailma-rekordarv-ligi-2-miljonit-uut-koroonajuhtumit?id=91114129
391,10,10,5.12,16,Uued Uudised,https://uueduudised.ee/uudis/eesti/president-kaljulaidi-retk-looduskaitsealale-puudu-on-vaid-putinlik-kurgede-rannuteele-suunamine/
412,6,15,5.1,7,Uued Uudised,https://uueduudised.ee/uudis/maailm/ttrumpi-vastane-kampaania-osutus-bumerangiks-usa-s-kogub-tuure-hoopis-obamagate/
632,18,10,4.43,8,Delfi,https://www.delfi.ee/news/paevauudised/eesti/linlane-ahastab-pirita-rand-loigatakse-teega-pooleks-linnaosa-tegu-on-arhitektuurikonkursi-hinnatud-voidutooga?id=90201867
367,10,7,4.63,8,Telegram,https://www.telegram.ee/eesti/tallinnas-laienes-sudalinna-parkimisala-kontrolorid-sattusid-hoogu
129,3,5,6.2,2,Uued Uudised,https://uueduudised.ee/uudis/eesti/eesti-koroonakollete-omaparaks-on-internatsionaalne-paritolu-sedapuhku-on-mangus-poola-voortooline/
359,4,10,3.9,7,Telegram,https://www.telegram.ee/teadus-ja-tulevik/pcr-testi-leiutaja-kary-mullis-positiivne-test-ei-tahenda-et-inimene-on-haige-voi-nakatunud
630,15,24,6.19,29,Uued Uudised,https://uueduudised.ee/majandus/kaheksa-asja-millega-peaks-arvestama-pogenike-toole-rakendamisel/
43,0,2,4.65,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/sauel-porkasid-kokku-kaks-autot-uks-juht-viidi-haiglasse?id=90676481
352,6,16,6.25,6,Telegram,https://www.telegram.ee/eesti/hinnaullatus-prugiveo-maksumus-touseb-452-protsenti
2880,91,78,5.87,70,Telegram,https://www.telegram.ee/eesti/vahekokkuvote-koroonapettuse-saaga-telegramis-marts-2020
445,1,13,3.15,1,Telegram,https://www.telegram.ee/maailm/kuberkurjategijad-roovisid-maailma-pankadest-45-miljonit-dollarit
220,8,5,5.91,3,Telegram,https://www.telegram.ee/eesti/prisma-mitmed-salaamivorstid-sisaldavad-hobuseliha
462,8,5,2.81,20,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-paasteamet-kutsus-inimesi-ule-terve-eesti-koduseid-kriisivarusid-hankima-varu-enne-maru?id=91250121
41,0,0,0.0,0,Telegram,https://www.telegram.ee/maavaline/jalgi-eesti-satelliidi-estcube-1-asukohta-reaalajas
366,9,11,5.46,4,Uued Uudised,https://uueduudised.ee/arvamus/lugeja-kirjutab/kuidas-kaabusid-kritiseerivad-pollumehed-ukrainlaste-toelist-tood-ette-naitavad/
317,9,4,4.1,16,Telegram,https://www.telegram.ee/teadus-ja-tulevik/bioloog-inimkonna-arengu-huvanguks-tuleks-kaotada-religioonid
609,4,11,2.46,20,Uued Uudised,https://uueduudised.ee/uudis/maailm/laane-euroopa-uusnormaalsus-imaamide-valjaoppe-abil-terrorismi-torjuma/
247,2,7,3.64,11,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/suri-trumpi-noorem-vend-robert?id=90748727
85,0,2,2.35,1,Uued Uudised,https://uueduudised.ee/uudis/eesti/ekre-viib-ellu-oma-lubaduse-siduda-pensioni-suurus-laste-arvuga/
82,0,1,1.22,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/ekre-sai-endale-magusa-ametikoha-parnu-linnavolikogu-aseesimeheks-valiti-helle-kullerkupp?id=90002263
285,8,4,4.21,13,Uued Uudised,https://uueduudised.ee/arvamus/paul-puustusmaa-unelm-demokraatiast-ja-rahva-tahte-voimust-on-meie-riigis-asendunud-burokratuuri-kummardamisega/
252,4,2,2.38,5,Telegram,https://www.telegram.ee/maailm/keemiarelvade-kasutamine-suurias-sai-kinnitust
177,0,9,5.08,0,Telegram,https://www.telegram.ee/eesti/murru-vangla-suletud-territooriumil-saab-seikluslikus-rollimangus-osaleda
213,3,3,2.82,7,Eesti Päevaleht,https://epl.delfi.ee/valismaa/euroopa-naitas-diplomaatia-taset-rahule-jai-nii-holland-itaalia-kui-ka-ungari?id=90512551
274,5,3,2.92,12,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-ja-fotod-tallinna-joulukuusk-saabus-raekoja-platsile?id=91738925
266,0,4,1.5,4,Telegram,https://www.telegram.ee/maailm/roheline-linn-saksamaal-gottingenis-haljendavad-koikjal-kanepitaimed
152,0,5,3.29,4,Telegram,https://www.telegram.ee/eesti/laenuvolast-ei-paasta-ka-kodu-sundmuuk
458,5,7,2.62,20,Telegram,https://www.telegram.ee/toit-ja-tervis/varske-uuring-vaatleb-lsd-moju-arevushairete-puhul
201,10,3,6.47,1,Telegram,https://www.telegram.ee/eesti/neljapaeval-toimub-meeleavaldus-peatage-rail-baltic-praegusel-kujul
625,4,27,4.96,15,Telegram,https://www.telegram.ee/maailm/hiina-jalatsivabrikute-tooliste-streik-on-omandanud-ajaloolised-mootmed
157,0,9,5.73,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/venezuela-suudistas-colombiat-terroristlikus-sissetungikatses-merelt?id=89750241
99,0,4,4.04,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/politsei-hinnangul-kulastas-pronkssodurit-ja-kalmistut-ligi-5000-inimest?id=89813907
185,4,1,2.7,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/circle-k-langetas-diislikutuse-hinna-99-sendile?id=89728559
106,0,0,0.0,0,Uued Uudised,https://uueduudised.ee/majandus/raul-siem-loob-5g-tooruhma/
354,2,10,3.39,12,Uued Uudised,https://uueduudised.ee/uudis/maailm/vatikani-valisminister-soovitab-laane-euroopa-niigi-norka-identiteeti-pogenikega-veelgi-lahjendada/
281,4,7,3.91,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/lukasenka-suudistas-valgevene-meeleavaldajaid-terrorismile-uleminekus?id=91484450
25,2,2,16.0,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-helme-purjus-peaga-paugutajal-relvaluba-olla-ei-tohi?id=90110709
508,2,27,5.71,14,Uued Uudised,https://uueduudised.ee/arvamus/juri-toomepuu-vaidlustab-teravalt-punaarmee-oilsa-rolli-euroopa-paastmises/
96,0,2,2.08,0,Uued Uudised,https://uueduudised.ee/majandus/euroala-majandusi-tabas-martsis-enneolematu-langus/
925,11,20,3.35,24,Telegram,https://www.telegram.ee/teadus-ja-tulevik/nikola-tesla-10-leiutist-mis-muutsid-maailma
416,5,16,5.05,7,Uued Uudised,https://uueduudised.ee/arvamus/repliik/kaimar-karu-nimetamine-ministriks-vottis-meedia-relvituks/
300,7,5,4.0,7,Uued Uudised,https://uueduudised.ee/arvamus/samasoolised-paarid-ei-saa-kunagi-olla-vordsed-mehe-ja-naise-suhtega/
25,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/meedia-83-aastasel-silvio-berlusconil-tuvastati-koroonaviirus?id=90929173
264,5,8,4.92,6,Telegram,https://www.telegram.ee/maailm/usa-alamkojas-vastu-voetud-cispa-ohustab-kogu-maailma-internetikasutajaid
316,9,4,4.11,8,Telegram,https://www.telegram.ee/eesti/ansip-erakondlikust-onupojapoliitikast-need-ajad-on-moodas
146,0,1,0.68,3,Telegram,https://www.telegram.ee/maailm/new-yorgis-toimuvad-metroosoitjate-peal-keemiarelvade-oppused
568,14,8,3.87,11,Uued Uudised,https://uueduudised.ee/arvamus/miks-kasvavad-eesti-ja-muu-rahvuse-segaperedes-vaid-kosmopoliitsed-lapsed/
593,4,9,2.19,26,Delfi,https://www.delfi.ee/news/paevauudised/eesti/rohkem-kui-14-000-eestlast-nouavad-samasoolistele-paaridele-abieluoigust?id=91457974
278,6,8,5.04,7,Telegram,https://www.telegram.ee/eesti/ojuland-loobus-kohtuteest-reformierakonna-vastu
139,0,2,1.44,0,Uued Uudised,https://uueduudised.ee/uudis/maailm/suuria-armee-pidas-kinni-al-holi-laagrist-smugeldatud-rootslannad/
232,2,9,4.74,6,Uued Uudised,https://uueduudised.ee/arvamus/repliik/kibestunud-kaja-kallas-uhel-hetkel-tousis-martin-helme-vaieldamatuks-valitsuse-liidriks/
194,2,4,3.09,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/graafik-selline-oli-viking-amorella-teekond-onnetuspaigani?id=91104113
107,1,2,2.8,2,Eesti Päevaleht,https://epl.delfi.ee/valismaa/kim-jong-uni-taasilmumist-tahistati-tulevahetusega-kahe-korea-piiril?id=89746049
551,1,5,1.09,8,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafik-oopaevaga-avastati-koroonaviirus-82-inimesel-haiglas-on-34-patsienti?id=91509337
180,0,2,1.11,2,Uued Uudised,https://uueduudised.ee/uudis/eesti/koroonaviirust-on-enam-kaasa-toodud-austriast-hetkel-on-ohukohaks-tallinn/
479,9,13,4.59,14,Uued Uudised,https://uueduudised.ee/uudis/eesti/vordsusvolinik-liisa-pakosta-ideoloogilised-mangud-on-kriisi-ajal-kurjast/
147,4,1,3.4,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/kohus-kaalub-aastaid-tagasi-tallinna-tartu-maanteelt-vaidetavalt-roovitud-mehe-surnuks-tunnistamist?id=90184773
498,2,23,5.02,13,Uued Uudised,https://uueduudised.ee/uudis/maailm/piiridel-on-erilise-tahelepanu-all-sojamehe-valjanagemisega-inimesed-miks-ei-tehta-seda-vahemerel/
307,0,8,2.61,8,Delfi,https://www.delfi.ee/news/paevauudised/eesti/oopaevaga-lisandus-kaheksa-positiivset-koroonaviiruse-testi-tulemust?id=90615981
432,4,21,5.79,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/intsidendid-venemaa-voiduparaadidel-narvivapustuse-saanud-ajateenija-ja-kurvis-otse-soitnud-tank-t-34?id=90270153
533,7,19,4.88,17,Uued Uudised,https://uueduudised.ee/arvamus/kas-reformierakond-aitab-koroonakriisile-teadlikult-kaasa-et-hiljem-suudistada-eesti-hadades-valitsust/
227,2,6,3.52,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/uks-koroonaviirusesse-nakatunud-inimene-kais-pidudel-rapla-ja-tartumaal-mille-tottu-on-nuud-39-inimest-terviseameti-jalgimise-all?id=89908835
529,2,2,0.76,9,Delfi,https://www.delfi.ee/news/paevauudised/eesti/maxima-poeketi-kontoritootajal-tuvastati-koroonaviirus?id=91082255
317,2,3,1.58,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/vahenenud-osavotjatega-kevadtormile-anti-tana-avapauk?id=89675179
235,3,5,3.4,8,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/who-andis-uldsusele-ametliku-soovituse-kanda-koroonaviiruse-leviku-tokestamiseks-naomaske?id=90093459
85,0,4,4.71,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/pardavideo-hulljulge-manoover-pirital-mis-pani-ohtu-kolm-soidukit-ja-jalgratturi?id=89958329
596,14,24,6.38,18,Uued Uudised,https://uueduudised.ee/arvamus/kellakeeramine-kusimus-mis-tuleb-ara-otsustada/
